customer_id,prob,default
107024,0.014422700463250672,0
106984,0.02886800248828583,0
108860,0.044686971429764626,0
104828,0.18940348446854316,0
109476,0.008510570789488322,0
101736,0.02486316370266036,0
108943,0.0517892508698178,0
103850,0.13609205939555555,0
108855,0.023783424012224854,0
106436,0.40687090764503625,0
109767,0.013281215224689051,0
101965,0.035158892182276316,0
103140,0.0598034539001943,0
103356,0.22261681845294648,0
104897,0.02516865441511635,0
101397,0.03002041993604431,0
108053,0.026833041439015562,0
107654,0.009630914194738383,0
105776,0.018166670332104316,0
103900,0.010767331593733557,0
103037,0.02133243565800479,0
105376,0.014450312300186167,0
105283,0.029231236639946614,0
107329,0.009425272201088046,0
102054,0.017036064994072043,0
104506,0.20106835241096063,0
101466,0.14706000245182776,0
100416,0.07888474842696351,0
104314,0.009997131209905582,0
108007,0.09814791072211705,0
108305,0.03014355325069134,0
106448,0.10700077632373724,0
108506,0.017496491698595334,0
106139,0.05880808675661893,0
106838,0.020009104628390225,0
102378,0.012590406349700083,0
100758,0.007315324485835602,0
107325,0.00495731151078214,0
107678,0.006687730808024974,0
108289,0.015394819662200828,0
109936,0.006529735019276358,0
108145,0.00833009054347472,0
102396,0.009898724886868672,0
100772,0.005385276415029446,0
107673,0.007377964980572035,0
102213,0.02101752541709101,0
109419,0.006486278969339592,0
108234,0.014611814085294937,0
106850,0.00828183945531902,0
102428,0.030429380645522662,0
102399,0.010519002385656928,0
107564,0.006320365455029599,0
104814,0.009978734036734521,0
104282,0.018528146391708626,0
102211,0.0249315945890828,0
100033,0.02450680688885263,0
108574,0.028559553142838267,0
101988,0.021985169323721503,0
102062,0.013930601034143196,0
103256,0.026930368957374922,0
103874,0.02138380404680684,0
109915,0.010332936521316631,0
105238,0.018876901660512528,0
103233,0.011734706916130797,0
103324,0.017576639040341173,0
106480,0.016513645313353684,0
103958,0.058322840134983595,0
108355,0.17414043163816506,0
101962,0.018527526746130195,0
103609,0.03521006540435735,0
109678,0.041261980507756375,0
107149,0.05633999378183419,0
104952,0.015153572720809966,0
100090,0.027362007578649355,0
106533,0.06485832710647217,0
100826,0.01785394080815639,0
109787,0.03337457285528027,0
104833,0.06857887923072525,0
101881,0.00524687797252549,0
106949,0.017326750437456673,0
104603,0.1976473671086472,0
105498,0.02468840618023793,0
101634,0.022966508709972324,0
105718,0.017828564384618505,0
107828,0.015239023646388388,0
100179,0.010346758143420986,0
106763,0.045891621218392964,0
109928,0.005143091145347798,0
101090,0.024717004842159416,0
108806,0.009532193483786944,0
104711,0.015049304847933967,0
103950,0.008816446680989987,0
102945,0.018012066492079964,0
100901,0.027508796190282354,0
102359,0.021654121504386233,0
103695,0.03098097125025286,0
109562,0.023873897736836052,0
105616,0.03692778430572806,0
100695,0.016560012275745255,0
108004,0.02472727469964495,0
108597,0.039257217169062976,0
101828,0.03492755674617809,0
104346,0.04077250071589934,0
106352,0.046868452029225086,0
107281,0.17460382606916616,0
109102,0.030427872245231448,0
103538,0.178170678044561,0
107844,0.05047654909372197,0
109594,0.021983853888044812,0
108382,0.030790667075685986,0
103664,0.02861242005572073,0
106519,0.013949461943695734,0
107959,0.02036777281338207,0
109945,0.019347293010713116,0
108208,0.004704660593751267,0
100585,0.01144303395718285,0
100634,0.00964499263947571,0
100615,0.006432863585703386,0
100469,0.008117472074692572,0
105720,0.006262323531125053,0
107731,0.015883553509780764,0
106032,0.02703248000463515,0
103752,0.017192908505106238,0
105906,0.008727932231144599,0
107768,0.011989494372189557,0
108432,0.0695865021328359,0
104202,0.021944596459513414,0
100879,0.20478414732615605,0
106148,0.052693114036317476,0
108678,0.13631462977158423,0
109177,0.02742298120591626,0
100638,0.026223211674588385,0
105078,0.018108320187349865,0
100663,0.01991454595700813,0
107358,0.06289767121340221,0
105563,0.03258145212720273,0
106470,0.024172673269179774,0
109757,0.04445692991278417,0
106966,0.30478511079191634,0
109668,0.05518661270780221,0
106308,0.07875967175437752,0
101895,0.06653887707837008,0
108659,0.14249124286470805,0
105758,0.1452665922706044,0
100386,0.037072887966876515,0
106286,0.1289224395965977,0
102886,0.030874480388906802,0
104070,0.0185192244991693,0
109103,0.017782770760770058,0
107931,0.032023593117723424,0
104338,0.010897151828618383,0
106613,0.01006391378938697,0
102799,0.008475995560010852,0
105994,0.005844146705967665,0
105607,0.03210992900019378,0
103575,0.014686148349788996,0
104837,0.04116532391460614,0
105117,0.03819623523214318,0
107040,0.04144369518270007,0
101531,0.06992399024417381,0
109169,0.0205163150034934,0
100561,0.032057422551403404,0
108654,0.02670714381418105,0
106797,0.05528577210060832,0
103790,0.01684432370021228,0
105105,0.006955043926268898,0
108562,0.020002351880124686,0
102748,0.007741791479731621,0
103977,0.005709529700886727,0
101879,0.0161095344589889,0
105157,0.005152029441784416,0
106315,0.023028950874852495,0
106555,0.04718379605487124,0
102064,0.09269549918808681,0
107999,0.03512978525450288,0
102506,0.022319697791177852,0
104873,0.05148241236455371,0
102869,0.06955770439775019,0
107987,0.03721294567001383,0
102690,0.018744227927925256,0
104319,0.014354174725234438,0
105032,0.03117670843057669,0
107900,0.2087111747366599,0
102806,0.0494913286567484,0
108991,0.16324742353054017,0
104389,0.014852714763771615,0
103920,0.019174678550967064,0
100529,0.015720070179554964,0
107619,0.05208741762651485,0
106278,0.020270197497649446,0
105757,0.00861806411174987,0
106195,0.017725206861336357,0
106232,0.010426224834956078,0
101184,0.005211051308899462,0
104753,0.004778054363543317,0
101836,0.004634362218883536,0
106242,0.03317424083597864,0
106227,0.022554876283807077,0
103084,0.008023707408640725,0
106416,0.01666499089781366,0
104120,0.03302460669666019,0
101759,0.005293675310765975,0
100403,0.03794132098838506,0
102819,0.020133744533277063,0
102232,0.023011551850098833,0
100100,0.20795563415363924,0
109267,0.05745385134062313,0
108846,0.021265671761829037,0
100562,0.024017418953803694,0
104889,0.005135157089108972,0
103867,0.010487201792198676,0
109175,0.006533435471243567,0
101785,0.005420002504270117,0
107510,0.00847259133119604,0
103764,0.02219580205247922,0
100281,0.010431635129262096,0
107708,0.03955945990835718,0
106117,0.035792632456928,0
100146,0.15998246139178102,0
105203,0.023762221573610905,0
105077,0.2403917635010445,0
109036,0.09831774848994804,0
106064,0.09991904555091881,0
102007,0.04278158485488692,0
104978,0.08562767169830361,0
102830,0.017734367936499847,0
103997,0.12955665389797263,0
107579,0.019120961043698276,0
101292,0.03886883899061082,0
102718,0.035164817289422154,0
105091,0.029343946257598806,0
107174,0.011778971960707313,0
104458,0.00740098516268224,0
102810,0.010919793364074035,0
100552,0.008985133014823577,0
102982,0.009879144286438754,0
108247,0.013072741872232507,0
109819,0.03038174248008537,0
104810,0.036204592983494384,0
107369,0.007228022063446358,0
105439,0.009941786670000976,0
108525,0.010836129556708143,0
103535,0.03031969981688172,0
101226,0.009443725801456788,0
101070,0.013227250254145511,0
103091,0.02058154229958568,0
107848,0.02754675929653657,0
104534,0.06351746198653387,0
103070,0.019673694362323118,0
105161,0.027540989458180787,0
104312,0.02570712747054869,0
103106,0.028114400232055185,0
109334,0.044221447569177036,0
102593,0.021416080393295293,0
109426,0.03998477604123827,0
104473,0.03137157353425312,0
100274,0.07728901441300634,0
101416,0.41755303141709665,0
104854,0.016527355000189918,0
104003,0.04470782941147228,0
101281,0.04566459562890496,0
108810,0.028265634060682724,0
109039,0.39339726409056247,0
107017,0.018664343714144802,0
106379,0.1441983963278224,0
103499,0.09899812208824763,0
109854,0.02221885444789962,0
108185,0.06649763827227778,0
104587,0.08716192582444517,0
101812,0.051099852419227564,0
104693,0.03658591434263792,0
105659,0.04716044002950975,0
104698,0.13028424506029362,0
102144,0.042448649930818885,0
105172,0.029208389719338812,0
109960,0.02970244547595886,0
103714,0.03249347543405684,0
109956,0.035257977891578175,0
102678,0.022091465062325472,0
109563,0.025093322131895194,0
100408,0.08273888543888723,0
106176,0.029310778091752965,0
101209,0.008788386090910788,0
100462,0.045034694945544,0
104647,0.020097732963634214,0
106566,0.01314141039143208,0
107507,0.02453518591402762,0
107089,0.02271887490143512,0
106793,0.01729362705381602,0
108139,0.00806311622946561,0
103537,0.007849146391967474,0
104806,0.006987731740147754,0
104419,0.02318351067393068,0
105097,0.013061559861854238,0
109946,0.019360734124735074,0
101461,0.004698075450164146,0
104444,0.018578524062174688,0
107438,0.007083682769262053,0
100600,0.005986203168724954,0
102794,0.020812899192926584,0
104847,0.02639562941427216,0
109344,0.06773240573406926,0
105180,0.08064160152823692,0
103594,0.04770346025926571,0
103110,0.03563396395624545,0
106679,0.028753114348511497,0
102591,0.2972234241037874,0
107832,0.031151150401720153,0
102766,0.03593999407824146,0
109269,0.006867836695722783,0
107248,0.01096351312046931,0
107176,0.01984268141105577,0
108425,0.07038600965866519,0
106829,0.01637623578640424,0
101721,0.014077296449525748,0
107808,0.006846910077183984,0
107732,0.07367987272529074,0
101733,0.006340677880323678,0
108073,0.020570716109609977,0
104925,0.008493733639631981,0
105854,0.42853891563976415,0
105872,0.021499814683969835,0
101528,0.01268189089071593,0
108634,0.015182122754917406,0
105443,0.07142743934108706,0
100895,0.10700498438466761,0
108987,0.007530427001801141,0
109370,0.021833798326081677,0
102770,0.014587402097399373,0
105436,0.028755995640465663,0
105976,0.056909196255634766,0
106248,0.008075689463559134,0
100982,0.221012708382109,0
101580,0.02820420028718946,0
103375,0.04396520270910155,0
106017,0.03924250503790245,0
105666,0.018216785771566855,0
102060,0.12184300259237653,0
102105,0.05231513856198864,0
107638,0.045165871703764446,0
105060,0.0027948545502969424,0
105186,0.007479774800664837,0
109711,0.006406299598320353,0
105751,0.007339131898995187,0
104306,0.010644213585706117,0
102009,0.014657502396023904,0
108911,0.028938591456004536,0
102908,0.020035863457103707,0
101829,0.006461894739383814,0
105386,0.024865735641977242,0
104210,0.01178999200837869,0
104429,0.019166814638892755,0
109973,0.01299485686210921,0
105244,0.014194107795662386,0
108214,0.04340966059581576,0
100852,0.015935486649554177,0
100265,0.17266161369572292,0
105232,0.020073992891247273,0
108861,0.0163169995794195,0
109788,0.4073694088607867,0
109747,0.014011190881269989,0
100116,0.010974973141275483,0
104468,0.011067541690001268,0
104167,0.00288286020428695,0
104467,0.011929607230758995,0
106170,0.010143128449414299,0
104102,0.04424981406060114,0
101600,0.030055939845016914,0
101088,0.016092436970860557,0
102677,0.027673592548700908,0
106218,0.020815558320748023,0
102847,0.0802357990277237,0
108929,0.08007283304628303,0
108206,0.06700639039816562,0
109696,0.02268891773450937,0
102680,0.004771138441922516,0
108825,0.563239877759989,1
105972,0.4227678219540174,0
104628,0.027100820949784145,0
107392,0.015221282913604544,0
101306,0.007721079393848291,0
104886,0.012053641029536011,0
108084,0.0715768152989157,0
105073,0.03572036287964002,0
100293,0.04152238782115091,0
103377,0.20000792308110163,0
105171,0.052588844939300716,0
101922,0.006631957299429992,0
107624,0.029187927333330196,0
103516,0.12816175154561812,0
107335,0.008166470688393095,0
109170,0.011735324740465777,0
105702,0.060642241680282774,0
106654,0.15366495221147372,0
101266,0.04079838811520526,0
108389,0.0063272456654529415,0
103760,0.006003153614363938,0
108419,0.024768624349578286,0
